aalScore,score
0.017820671679405212,21.265625
0.006218021951697268,15.1953125
0.021801783705269126,20.0625
0.00933772108902318,20.65625
0.004766082404474058,19.25
0.024652467235500124,19.90625
0.0013106225813923707,24.34375
0.007893526996633378,18.703125
0.004004870640229868,19.296875
0.01156347807961875,19.0
0.012379765678498302,18.421875
0.008394446205458426,17.640625
0.008425191543908417,21.203125
0.004067582021833987,17.5
0.002949930671425822,19.90625
0.010583869071932012,18.765625
0.0018968518546269174,21.59375
0.007802131437858389,17.59375
0.0033725139347786847,20.453125
0.020776761805167885,22.484375
0.01135830226092889,18.421875
0.006327521192420965,20.078125
0.011140744483515937,18.203125
0.016348605292487956,20.6875
0.006984041916607404,19.140625
0.0035301808145097972,19.25
0.007973916413617296,18.953125
0.003486534817236195,18.3125
0.0033522687888567293,20.359375
0.007203879866539353,19.171875
0.010600195562937094,18.984375
0.006589093733531563,19.09375
0.01158262238833359,20.203125
0.014912694919966768,18.84375
0.010610521705900752,17.765625
0.007598615520613826,17.0
0.028144812838422167,19.5625
0.005615710653804907,17.75
0.018672978634677054,19.625
0.014051939184187644,18.21875
0.0048288660395221,19.453125
0.007880291985958961,19.421875
0.009409429596799955,19.84375
0.005606948720465162,22.359375
0.007055539843618272,18.71875
0.006795642365765815,20.859375
0.006757850127243349,20.609375
0.013325900362714523,17.359375
0.006794568715239072,20.03125
0.004552916849233834,17.046875
0.007407025961332315,18.5625
0.0031193212282465558,19.875
0.02032109448024196,18.46875
0.009396061423848035,20.515625
0.0035079720814391413,21.015625
0.00471074835368204,16.9375
0.015724241508492255,20.0625
0.01786443772764672,19.046875
0.004926219678452921,21.1875
0.010316663277062555,15.9140625
0.0022732056479546005,19.328125
0.004584291972654749,19.875
0.012840572892003766,18.6875
0.006971970655686419,18.328125
0.005342701373577645,17.484375
0.01795184884187261,19.890625
0.008681217929038528,21.296875
0.00619871072677024,17.453125
0.006348774371298194,19.53125
0.0021953683365979466,18.203125
0.00864725633571323,21.109375
0.011302647019644741,21.046875
0.0032439534947411937,19.96875
0.0032228957659157036,18.453125
0.010876195840465572,17.59375
0.014405059397898417,16.359375
0.010110559991271266,19.15625
0.00596273372226011,21.8125
0.02006586600109298,18.203125
0.004529649213893731,20.140625
0.011995366965263552,18.359375
0.007921705065395985,18.515625
0.013651225409326133,21.28125
0.004632219966125254,19.765625
0.0034706134889460213,20.921875
0.011876362139754314,19.015625
0.0034746237552398273,20.828125
0.0055494676682341535,19.09375
0.014134704432465992,20.421875
0.004677461557867027,18.875
0.0028388565787953774,18.3125
0.008305787168389315,18.609375
0.0047026017175454795,17.203125
0.006044000005967489,20.578125
0.015268241999428944,19.53125
0.01453090576321026,18.4375
0.010440737803793485,15.7734375
0.017139761697328892,19.765625
0.003557431617170781,21.15625
0.0018348377509524833,21.53125
0.008390335849775445,17.921875
0.014533086133681962,17.65625
0.010135003320789251,17.46875
0.0026728791660661686,17.546875
0.010512042790043905,21.28125
0.008555368602559366,19.625
0.001572235821415684,21.671875
0.0014765313164050063,19.4375
0.025282966493910566,19.6875
0.030556029074599714,19.203125
0.013474839221471562,18.46875
0.015734616315435143,14.953125
0.002753284907094565,18.875
0.007036010225287247,17.71875
0.020732004106183453,18.34375
0.00659890189951113,21.140625
0.006412046902299786,19.296875
0.01368435953112574,16.8125
0.01029034020987376,19.28125
0.014303845224249774,18.453125
0.008019255931370142,19.296875
0.004518470860268484,20.171875
0.006450704491536282,16.109375
0.0077480521852638555,19.3125
0.00630741950820722,18.34375
0.003950934079919858,20.5625
0.0018849296616562674,19.078125
0.0023459922330108483,19.484375
0.004438680118757161,15.5703125
0.006074310426433988,20.671875
0.0037650947587787877,19.078125
0.013259103734112187,18.828125
0.00791115668465489,18.515625
0.003153739840407115,19.9375
0.008803195724697859,16.046875
0.005578097554584367,20.78125
0.008227826668557536,19.59375
0.01724875132962146,17.5
0.005088701280784991,21.125
0.012227736981958982,19.921875
0.0031448701077463684,17.90625
0.0020781849435939003,18.3125
0.005592047138275525,18.25
0.0046332158369192895,18.40625
0.006081781742617096,20.921875
0.007439943085172439,19.25
0.007141871388947783,20.9375
0.007112716563289235,19.71875
0.0059360917076718015,18.234375
0.004962454177286572,21.078125
0.005300037516528193,20.734375
0.003708904014662224,18.5
0.006150994163850649,20.515625
0.011546610542904973,19.640625
0.005729913805151834,18.078125
0.00822813815710587,20.21875
0.006788484342388294,18.671875
0.010972135076852069,17.890625
0.004191039232966655,18.328125
0.005671949669978478,19.578125
0.0029726131163758905,17.515625
0.0020490405491182767,15.984375
0.01166171098597559,18.390625
0.005391829020176466,17.125
0.00919313743658507,18.96875
0.005357741972746938,17.3125
0.011195559027499387,18.875
0.004252316756420189,20.875
0.02036778354527398,18.265625
