chos,aalScore
-1.0142104693030063,0.0864133268501992
-0.19208056924365224,0.3080093101862199
-0.5277066570607915,0.025397833063510074
-0.20506146585571897,0.2042702398679321
-0.10903051328993847,0.2515772958214964
2.99033524377077,0.9940485732697028
0.9058564443916669,0.8895548932301381
0.13195028341317103,0.3217074203425834
0.28372827695281094,0.20523173774471312
-0.29906318032660983,0.045708735240346875
-0.12995157143588223,0.2684779421793469
-2.76733200663669,0.1686519295173463
-0.718854641125329,0.16085453498117025
-0.36170011491884946,0.18725947820916267
-0.11848147933801884,0.39813534559624525
-0.26981349912429603,0.19868092284577843
0.051430845490255964,0.033272882512588454
-0.9980332871151147,0.1461003568601718
-1.1375040041500997,0.07868152697369675
-0.5893715927128396,0.1270288720268718
0.16945058528908627,0.3630909421179819
-0.3862791088713017,0.3261680590271492
-0.41253545068789294,0.3701684772778251
0.1919011874931429,0.2595114123551521
0.1302490721428853,0.6873546061191304
0.2717586569276913,0.26566136625620146
0.06692523678321385,0.17758046372464828
0.08074100958223777,0.44990836660308736
0.09336285009231274,0.3901755572652061
-0.3350193295205597,0.27332754712536933
0.46057810396420523,0.3602021753695874
-0.5031475091686921,0.28202615308702156
0.8711424809014053,0.38703363211152103
-0.2963928230642274,0.09011223939051792
-0.17532236082267902,0.23936637205457287
0.200980815099374,0.3866545948144654
0.33480269765627585,0.29085947223296343
0.08800256466837644,0.1771116452442018
-0.5289488707656211,0.2914851324240691
0.17031726042459427,0.13164712189871272
0.32191490637121073,0.30034013585748404
0.6531175896536516,0.42733677784369534
0.5196489166652202,0.5867630455010662
0.777569464628762,0.6851452786027556
-0.35125762756039375,0.4131963642962874
0.521039450734898,0.2619735234990868
-0.33863334047699456,0.8921298068839026
-0.3712901758308323,0.5687056182816
-0.07091203966831273,0.2876601989478283
-0.5786948557638474,0.27869777279590624
0.06876762779257226,0.3500393939213943
0.17553356301522327,0.22594026345671958
-0.0680392451010647,0.5352687916134659
-0.03781358158975213,0.3834203417661072
-0.0862083965825605,0.26312906161204563
0.881692754075769,0.4797587117006886
-0.24049559597219652,0.21069782118418012
-0.15299648232806437,0.30118873791641765
-0.3497771141092113,0.4269965598293377
-0.17532236082267902,0.3813126733772148
0.0494115574601248,0.3375893973507367
0.24077060793942223,0.3502176675058284
-0.4110370135458925,0.3638245422387916
0.543814279608194,0.30140769626325586
-0.2028115225358884,0.138509067518212
0.0844491694645196,0.45673575353211876
0.27417418845471164,0.5706222018659927
0.8287066175943373,0.5277000982233707
0.7303496567059112,0.5637857550995847
1.359221338851172,0.853182079679187
0.29418406620444737,0.25319122381163756
0.0494115574601248,0.21737327950779334
0.051430845490255964,0.44179125328311564
-0.3088265320813493,0.2733326935707157
0.027538792616696346,0.8918489771656692
0.17927036173160033,0.2835448089968322
-0.33971115143174846,0.9242261961038946
